,feature,id,metric_accuracy_score,metric_auc,metric_confusion_matrix,metric_f1_score,metric_log_loss,metric_matthews_corrcoef,metric_precision_score,metric_recall_score,metric_roc_auc_score,metric_roc_curve,model,noise,params,path,time_to_build_and_train_model,time_to_build_feature,time_to_make_prediction
102,BaseLine,af5dd290-17c8-4ac5-9544-e93f99e315d3,0.9194144268957236,0.0,"[[     0      0][ 10470 119454]]",0.9580155426701632,,0.0,1.0,0.9194144268957236,,"(array([nan, nan, nan]), array([0.        , 0.91941443, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,3.5787315368652344,0.2116410732269287,0.3340027332305908
104,FrequencyBased,95fd91f8-c81e-4725-aca1-ee05e9df9949,0.9949431975616514,10011.5,"[[  9998    185][   472 119269]]",0.9972532870670372,0.17465690724562846,0.9655525283439124,0.9984512866877626,0.9960581588595384,0.9889453123670175,"(array([0.        , 0.01816753, 1.        ]), array([0.        , 0.99605816, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,3.736284255981445,2.904412269592285,0.23842811584472656
105,FrequencyBasedandLastActivity,9bc83450-0952-4711-a9af-a11ce18eb88b,0.9952202826267664,10020.5,"[[ 10017    168][   453 119286]]",0.997403770177221,0.16508662351534695,0.967447637451981,0.9985936008840224,0.9962167714779646,0.9898609630585699,"(array([0.        , 0.01649485, 1.        ]), array([0.        , 0.99621677, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,5.6105732917785645,2.910700798034668,0.38078808784484863
103,LastActivity,cd830f2b-e3cb-48eb-815b-9d6f492c9f05,0.983559619469844,9727.5,"[[  9077    743][  1393 118711]]",0.9910835789245194,0.5678351996584154,0.8863551667394555,0.9937800324811225,0.988401718510624,0.9563699020251694,"(array([0.        , 0.07566191, 1.        ]), array([0.        , 0.98840172, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,5.1613500118255615,0.2173142433166504,0.410351037979126
13,Sequence3D,8f1d5ebb-0971-4912-a20a-a1598c6c999c,0.987769773,10011.5,"[[ 10008   1127][   462 118327]]",0.993330339,0.422424008,0.920308102,0.990565406,0.996110751,0.947449179,"(array([0.        , 0.10121239, 1.        ]), array([0.        , 0.99611075, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,1885.703734,2.679486036,48.30467081
12,Sequence3D,b04e4a3c-52e1-430f-9728-022d145c6a1b,0.980388535,10008.5,"[[ 10000   2078][   470 117376]]",0.989262537,0.677368799,0.879000583,0.982604182,0.996011744,0.911981696,"(array([0.        , 0.17204835, 1.        ]), array([0.        , 0.99601174, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,1059.599388,2.692586422,49.1181109
106,BaseLine,fd7d5651-de0f-4b72-8037-568994b7d577,0.9153652148608012,0.0,"[[     0      0][ 10470 113238]]",0.9558127168215544,,0.0,1.0,0.9153652148608012,,"(array([nan, nan, nan]), array([0.        , 0.91536521, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,3.4005813598632812,0.19873666763305664,0.2901322841644287
108,FrequencyBased,dca8bebc-1b21-4c5d-b7e9-e9084e4f537e,0.9890629546997768,9235.0,"[[  9292    175][  1178 113063]]",0.994052198224891,0.3777532931731542,0.9275938396130744,0.9984545823840054,0.9896884656121708,0.9856016005044058,"(array([0.        , 0.01848526, 1.        ]), array([0.        , 0.98968847, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,4.56281304359436,2.8290112018585205,0.3510925769805908
109,FrequencyBasedandLastActivity,4eae8b6e-9bf9-44e2-862e-beb7f22663c2,0.989353962556989,9254.5,"[[  9318    165][  1152 113073]]",0.99421004734836,0.3677021732278709,0.9295662969291684,0.9985428919620624,0.9899146421536441,0.9862575425257306,"(array([0.        , 0.01739956, 1.        ]), array([0.        , 0.98991464, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,6.749142169952393,2.837780475616455,0.5097415447235107
107,LastActivity,3d89f00a-e5e2-4ade-9a32-cde476bd1a3e,0.9780693245384292,8985.5,"[[  8458    701][  2012 112537]]",0.9880897505125402,0.7574632269310907,0.8521771653056207,0.9938094985782158,0.9824354642991208,0.9529493622401816,"(array([0.        , 0.07653674, 1.        ]), array([0.        , 0.98243546, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,5.097580909729004,0.20771551132202148,0.5077505111694336
15,Sequence3D,05a588e0-90a0-4041-a86c-bec507f940f9,0.978077408,9199.0,"[[  9265   1507][  1205 111731]]",0.988009232,0.757189241,0.860444352,0.986691747,0.98933024,0.92471525,"(array([0.        , 0.13989974, 1.        ]), array([0.        , 0.98933024, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,1793.374753,2.619051933,46.76064587
14,Sequence3D,82efe36a-22be-451c-b74d-8c5bba4b88a6,0.961506127,5722.0,"[[  5762     54][  4708 113184]]",0.979396876,1.32953161,0.723044716,0.999523128,0.960065144,0.975390206,"(array([0.        , 0.00928473, 1.        ]), array([0.        , 0.96006514, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,757.2394149,2.750199795,47.99128509
110,BaseLine,274f2eb5-64ff-41e9-a33b-673f48e8ecea,0.906511179369955,0.0,"[[     0      0][ 10470 101522]]",0.950963402868196,,0.0,1.0,0.906511179369955,,"(array([nan, nan, nan]), array([0.        , 0.90651118, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,3.1047921180725098,0.17876505851745605,0.2723674774169922
112,FrequencyBased,3f057dd2-3cf9-46a1-8c00-bbb579075e57,0.9759714979641404,7905.0,"[[  8124    345][  2346 101177]]",0.9868760515984296,0.8299175221428153,0.8506206987760194,0.9966017217942909,0.9773383692512776,0.9683007822168539,"(array([0.       , 0.0407368, 1.       ]), array([0.        , 0.97733837, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,4.647698879241943,2.684662342071533,0.498678207397461
113,FrequencyBasedandLastActivity,61da135f-eb62-4bbd-a772-495c20a6ff33,0.9761679405671834,7930.0,"[[  8145    344][  2325 101178]]",0.9869820753566638,0.8231326278621035,0.8519170774845999,0.9966115718760464,0.9775368829888988,0.9685069265928119,"(array([0.        , 0.04052303, 1.        ]), array([0.        , 0.97753688, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,6.785135746002197,2.663358449935913,0.6327183246612549
111,LastActivity,09733b4a-cff2-42ab-a344-30c37d75d56d,0.9656046860490036,7732.5,"[[  7347    729][  3123 100793]]",0.9812498174631764,1.1879772624805578,0.781646477062822,0.9928192904001104,0.969946880172447,0.93983971051713,"(array([0.        , 0.09026746, 1.        ]), array([0.        , 0.96994688, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_12.csv,4.795833110809326,0.1849651336669922,0.6017420291900635
17,Sequence3D,a330c2c0-c0d2-47d0-a7d0-761895141ffc,0.96476534,7575.5,"[[  7780   1256][  2690 100266]]",0.98070208,1.216970997,0.781053564,0.987628297,0.973872334,0.917436388,"(array([0.        , 0.13899956, 1.        ]), array([0.        , 0.97387233, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,1528.727313,2.520445585,43.70969152
16,Sequence3D,544ad295-9902-456d-9fcf-66cf3a3b0c18,0.961149011,7950.0,"[[ 8016  1897][ 2454 99625]]",0.978629771,1.341879178,0.765531077,0.981314395,0.975959796,0.892297461,"(array([0.        , 0.19136487, 1.        ]), array([0.       , 0.9759598, 1.       ]), array([2, 1, 0]))",LstmSoftmax,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_12.csv,1344.317792,2.5320100780000003,44.46411133
114,BaseLine,da144fd4-4135-4466-929b-1af4c694855a,0.9859097406575454,1257.5,"[[1190   69][   0 3638]]",0.9906058543226686,0.4866715833105015,0.9631205955450968,0.9813865659562988,1.0,0.9725972994440032,"(array([0.       , 0.0548054, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.07639932632446289,0.02404975891113281,0.005395174026489258
116,FrequencyBased,889663b2-d374-479d-92b6-8720d868770b,0.7623034510925056,26.0,"[[  26    0][1164 3707]]",0.8643040335742598,8.209747952557901,0.1289482407838793,1.0,0.7610346951344693,0.8805173475672347,"(array([0., 0., 1.]), array([0.       , 0.7610347, 1.       ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.12784695625305176,0.2278108596801757,0.005831480026245117
117,FrequencyBasedandLastActivity,0ddb3063-775a-4b09-b655-90c76cf0de5e,0.9859097406575454,1257.5,"[[1190   69][   0 3638]]",0.9906058543226686,0.4866715833105015,0.9631205955450968,0.9813865659562988,1.0,0.9725972994440032,"(array([0.       , 0.0548054, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.11843633651733396,0.2404704093933105,0.005951642990112305
115,LastActivity,68f78e32-ba01-4ae5-9c7c-4f426a59603a,0.9859097406575454,1257.5,"[[1190   69][   0 3638]]",0.9906058543226686,0.4866715833105015,0.9631205955450968,0.9813865659562988,1.0,0.9725972994440032,"(array([0.       , 0.0548054, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.10187482833862303,0.032896995544433594,0.005311489105224609
19,Sequence3D,012b512b-b569-4d50-9528-0a9e4b94cbaf,0.985909741,1257.5,"[[1190   69][   0 3638]]",0.990605854,0.486671583,0.963120596,0.981386566,1.0,0.972597299,"(array([0.       , 0.0548054, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",LstmSigmoid,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,116.5641477,0.230501413,5.6915977
18,Sequence3D,4887881a-b008-4857-99fd-c75466797e08,0.985909741,1257.5,"[[1190   69][   0 3638]]",0.990605854,0.486671583,0.963120596,0.981386566,1.0,0.972597299,"(array([0.       , 0.0548054, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",LstmSoftmax,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,172.0482554,0.230075598,5.645923852999999
118,BaseLine,5db302c8-34cc-48ef-b230-3d75ce5b3d5f,0.9767097183993224,1183.5,"[[1077  110][   0 3536]]",0.9846839320523532,0.8044364512296213,0.9380592886408584,0.9698299506308284,1.0,0.953664700926706,"(array([0.       , 0.0926706, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.07065391540527344,0.029480457305908207,0.004990816116333008
120,FrequencyBased,0c4e7bd9-5d9b-4938-808a-475cb3494a85,0.7768367562989625,23.0,"[[  23    0][1054 3646]]",0.8737119578241073,7.707785373753092,0.1287109422221027,1.0,0.7757446808510639,0.887872340425532,"(array([0., 0., 1.]), array([0.        , 0.77574468, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.1260819435119629,0.2349650859832764,0.006089448928833008
121,FrequencyBasedandLastActivity,384d210a-5f06-47b1-8544-ea535db486aa,0.9767097183993224,1183.5,"[[1077  110][   0 3536]]",0.9846839320523532,0.8044364512296213,0.9380592886408584,0.9698299506308284,1.0,0.953664700926706,"(array([0.       , 0.0926706, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.11626529693603516,0.2241499423980713,0.005837917327880859
119,LastActivity,c1ce39e1-31b2-4a38-8242-2e07989847bb,0.9767097183993224,1183.5,"[[1077  110][   0 3536]]",0.9846839320523532,0.8044364512296213,0.9380592886408584,0.9698299506308284,1.0,0.953664700926706,"(array([0.       , 0.0926706, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.09967207908630372,0.029185056686401367,0.005235910415649414
21,Sequence3D,08817bb5-f86b-4f95-9b5d-70d843ea30bc,0.976709718,1183.5,"[[1077  110][   0 3536]]",0.984683932,0.8044364509999999,0.938059289,0.969829951,1.0,0.953664701,"(array([0.       , 0.0926706, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",LstmSigmoid,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,94.69098926,0.227883816,6.063318014
20,Sequence3D,a2a884e5-b5d2-4fc1-93d9-dbe9ae08e92c,0.976709718,1183.5,"[[1077  110][   0 3536]]",0.984683932,0.8044364509999999,0.938059289,0.969829951,1.0,0.953664701,"(array([0.       , 0.0926706, 1.       ]), array([0., 1., 1.]), array([2, 1, 0]))",LstmSoftmax,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,216.1065285,0.22697854,5.891430616
122,BaseLine,b83a48a9-57bf-49ab-a70c-361ad08a88d9,0.9521509086726478,1015.5,"[[ 888  148][  60 3251]]",0.9690014903129656,1.6526762895240612,0.8656708183813283,0.9564577817005,0.9818785865297494,0.9195107218363032,"(array([0.        , 0.14285714, 1.        ]), array([0.        , 0.98187859, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.06820082664489746,0.02620530128479004,0.005435943603515625
124,FrequencyBased,067a1558-0c3b-4e96-a8b0-77b5d1416e72,0.7865194386933517,21.5,"[[  21    1][ 927 3398]]",0.8798549974106681,7.373357555572704,0.12719783149660502,0.9997057958223008,0.7856647398843931,0.8701050972149238,"(array([0.        , 0.04545455, 1.        ]), array([0.        , 0.78566474, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.14121127128601074,0.21942710876464844,0.008668899536132812
125,FrequencyBasedandLastActivity,42085bda-2f57-4af1-afbe-6ed0d853bf86,0.9521509086726478,1015.5,"[[ 888  148][  60 3251]]",0.9690014903129656,1.6526762895240612,0.8656708183813283,0.9564577817005,0.9818785865297494,0.9195107218363032,"(array([0.        , 0.14285714, 1.        ]), array([0.        , 0.98187859, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.14976239204406738,0.22029376029968264,0.008071184158325195
123,LastActivity,22f5bd39-57ed-4f52-aad8-1f30a60197a3,0.9521509086726478,1015.5,"[[ 888  148][  60 3251]]",0.9690014903129656,1.6526762895240612,0.8656708183813283,0.9564577817005,0.9818785865297494,0.9195107218363032,"(array([0.        , 0.14285714, 1.        ]), array([0.        , 0.98187859, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_CP.csv,0.12650299072265625,0.02818751335144043,0.0072422027587890625
23,Sequence3D,a58b85ba-123d-4f42-9b53-428019d06b98,0.952150909,1015.5,"[[ 888  148][  60 3251]]",0.96900149,1.65267629,0.865670818,0.956457782,0.981878587,0.919510722,"(array([0.        , 0.14285714, 1.        ]), array([0.        , 0.98187859, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,98.99460077,0.221674919,6.454192162000001
22,Sequence3D,e85688e9-2d6c-4109-a34b-7d4c04c3b227,0.940188636,984.5,"[[ 889  201][  59 3198]]",0.9609375,2.065848305,0.8370723459999999,0.94086496,0.98188517,0.89874075,"(array([0.        , 0.18440367, 1.        ]), array([0.        , 0.98188517, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_CP.csv,114.3849678,0.222462416,6.260893583
126,BaseLine,a6c68efc-dbbb-40a2-8a4b-dd151a31e60f,0.9521143680922634,4111.0,"[[ 4082    31][ 1962 35545]]",0.9727296361670976,1.6539117285578409,0.7963300869596551,0.999128626040027,0.9476897645772788,0.9700763435091596,"(array([0.        , 0.00753708, 1.        ]), array([0.        , 0.94768976, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,0.8382184505462646,0.08924150466918945,0.04440712928771973
128,FrequencyBased,fc8c7658-4861-481a-980e-06fe65adf064,0.8732340221047573,800.0,"[[  786    18][ 5258 35558]]",0.9309351764582676,4.3783421108193785,0.3315909485242413,0.9994940409264672,0.8711779694237554,0.9243949548611315,"(array([0.        , 0.02238806, 1.        ]), array([0.        , 0.87117797, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.0734293460845947,1.3448553085327148,0.06291747093200684
129,FrequencyBasedandLastActivity,a39adcd4-0a93-4273-94a4-e22b3b49fc9d,0.9009610764055742,1940.0,"[[ 1931     9][ 4113 35567]]",0.9452269586478156,3.420683409327216,0.5335411091796214,0.9997470204632336,0.8963457661290323,0.9458532954356502,"(array([0.        , 0.00463918, 1.        ]), array([0.        , 0.89634577, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.379394054412842,1.3345553874969482,0.06591010093688965
127,LastActivity,40e96a08-2c0a-4a52-aea5-472b572e5f6f,0.8993512734262374,1875.0,"[[ 1865    10][ 4179 35566]]",0.9443847001500244,3.476284053682248,0.5236697464500041,0.9997189116258152,0.8948546987042395,0.9447606826854532,"(array([0.        , 0.00533333, 1.        ]), array([0.       , 0.8948547, 1.       ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,1.6593666076660156,0.09207773208618164,0.05728340148925781
25,Sequence3D,031be1df-25ec-4343-9c8e-4e29431cb109,0.954709274,4237.0,"[[ 4198    39][ 1846 35537]]",0.974163571,1.5642869940000002,0.8079908990000001,0.998903755,0.950619265,0.97070732,"(array([0.        , 0.00920463, 1.        ]), array([0.        , 0.95061927, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,905.6087263,1.32378459,20.38390636
24,Sequence3D,cb3c663d-6127-4066-97d3-7099413d17e9,0.952114368,4111.0,"[[ 4082    31][ 1962 35545]]",0.972729636,1.653911729,0.7963300870000001,0.999128626,0.947689765,0.970076344,"(array([0.        , 0.00753708, 1.        ]), array([0.        , 0.94768976, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.0,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,518.6610764999998,1.318011522,20.64668965
130,BaseLine,d8dfd914-fcfa-495e-951b-83b8ff83ccc5,0.9521271246102786,3799.0,"[[ 3667   136][ 1768 34201]]",0.9729183853440674,1.6534732726833066,0.7834440473451436,0.9960392579433264,0.9508465623175512,0.957542660596062,"(array([0.        , 0.03576124, 1.        ]), array([0.        , 0.95084656, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,0.8195436000823975,0.08892560005187987,0.04531431198120117
132,FrequencyBased,5fec6304-1c20-4d5b-aad8-e1c1b6ab56eb,0.9185105099064668,2329.0,"[[ 2263    69][ 3172 34268]]",0.9548462599439932,2.8145486640885102,0.6058048027669454,0.9979905058683052,0.9152777777777776,0.9428447207928342,"(array([0.        , 0.02958834, 1.        ]), array([0.        , 0.91527778, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.1380560398101807,1.336669683456421,0.07585334777832031
133,FrequencyBasedandLastActivity,2a9451c0-773c-463f-82bd-2578791b1b56,0.9212511314492609,2433.0,"[[ 2368    65][ 3067 34272]]",0.9563033651431442,2.7198908690207486,0.6217555528704829,0.9981069982817368,0.9178606818607892,0.9455723466846072,"(array([0.        , 0.02671599, 1.        ]), array([0.        , 0.91786068, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.548363208770752,1.2376582622528076,0.07988834381103516
131,LastActivity,b225349b-eea4-47a0-b577-05b592aec40e,0.9212762747661672,2432.0,"[[ 2368    64][ 3067 34273]]",0.9563179262524938,2.7190224295157623,0.6219167897463924,0.9981361213850948,0.9178628816282808,0.9457735460772982,"(array([0.        , 0.02631579, 1.        ]), array([0.        , 0.91786288, 1.        ]), array([2, 1, 0]))",Xgboost,0.1,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,1.7638895511627195,0.08823537826538086,0.07025814056396484
27,Sequence3D,5675f872-5c11-49dd-9608-bcaa2d97dea6,0.953962587,3883.0,"[[ 3745   141][ 1690 34196]]",0.973925922,1.590078757,0.792361579,0.995893642,0.952906426,0.958311165,"(array([0.       , 0.0362841, 1.       ]), array([0.        , 0.95290643, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,1912.196558,1.292245865,20.26677942
26,Sequence3D,dd652697-72c2-4d6c-b3e2-5178da26cff9,0.952252841,3797.0,"[[ 3667   131][ 1768 34206]]",0.972991424,1.649131075,0.784075273,0.996184873,0.950853394,0.958180778,"(array([0.        , 0.03449184, 1.        ]), array([0.        , 0.95085339, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.1,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,648.7606752,1.293923378,20.19411159
134,BaseLine,79f7ebe2-3b44-4cd8-a55f-f2c5c59325e5,0.9428642165492958,3236.5,"[[ 3014   258][ 1819 31261]]",0.9678477995015404,1.9734057237116664,0.7301187958059824,0.9918144611186904,0.945012091898428,0.9330806180763536,"(array([0.        , 0.07885086, 1.        ]), array([0.        , 0.94501209, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,0.8636431694030762,0.08206558227539062,0.04950284957885742
136,FrequencyBased,08146d52-ef18-4df5-8cc7-40c74e66a080,0.9150253080985916,2045.0,"[[ 1904   160][ 2929 31359]]",0.953059704894616,2.934925402164061,0.5705404236068086,0.9949236968177924,0.9145765282314512,0.9185285741932452,"(array([0.        , 0.07751938, 1.        ]), array([0.        , 0.91457653, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.293851375579834,1.2729437351226809,0.10736823081970216
137,FrequencyBasedandLastActivity,f64cbe6a-1c2e-4bc2-ba13-b9ea4166c1df,0.9162907130281692,2107.5,"[[ 1959   169][ 2874 31350]]",0.9537137033600536,2.89122006221608,0.5784660068662129,0.9946381547637932,0.916023842917251,0.9183032748420844,"(array([0.        , 0.07941729, 1.        ]), array([0.        , 0.91602384, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.9025826454162598,1.2844316959381104,0.1144857406616211
135,LastActivity,4af28384-a8b5-42d1-a22b-e8d396050e71,0.9148327464788732,2043.5,"[[ 1899   162][ 2934 31357]]",0.952955477890898,2.9415762888816896,0.5693185149424275,0.9948602430280148,0.9144381907789216,0.9179177853457928,"(array([0.        , 0.07860262, 1.        ]), array([0.        , 0.91443819, 1.        ]), array([2, 1, 0]))",Xgboost,0.2,"{'n_estimators': 200, 'max_depth': 8}",BPI_13_i.csv,2.1504323482513428,0.08664155006408691,0.11636567115783693
29,Sequence3D,ffb9b25e-37e5-47fe-bc39-36c9ba5cda39,0.94440471,3307.0,"[[ 3078   266][ 1755 31253]]",0.968679777,1.920199158,0.738261585,0.991560646,0.946831071,0.933642808,"(array([0.        , 0.07954545, 1.        ]), array([0.        , 0.94683107, 1.        ]), array([2, 1, 0]))",LstmSigmoid,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,3315.677272,2.1412110330000003,19.60615182
28,Sequence3D,1bd41337-ef95-460f-9ed5-21c2768de1a5,0.942946743,3232.0,"[[ 3011   252][ 1822 31267]]",0.967898712,1.970555231,0.730514375,0.992004822,0.944936384,0.93385342,"(array([0.        , 0.07722954, 1.        ]), array([0.        , 0.94493638, 1.        ]), array([2, 1, 0]))",LstmSoftmax,0.2,"{'n_cells': 16, 'epoch': 100, 'batch_size': 16}",BPI_13_i.csv,507.61880639999987,1.266736746,19.80752206
138,BaseLine,31862ec9-fcf0-4ba2-bee2-4a926e73beda,0.9775185976110576,4.0,"[[    3     1][  957 41652]]",0.9886306994849398,0.7764801489198578,0.0474983755044228,0.9999759921254172,0.9775399563472504,0.8637699781736252,"(array([0.  , 0.25, 1.  ]), array([0.        , 0.97753996, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_15_1.csv,11.649922132492065,0.2602624893188477,0.3527941703796387
140,FrequencyBased,e43b748e-a32a-4683-8d4e-bded3c6a17f4,0.9797948982704808,442.5,"[[  348   249][  612 41404]]",0.9897094503340546,0.6978641629497632,0.45014312734120826,0.9940220392288672,0.9854341203351104,0.7841743465997161,"(array([0.        , 0.41708543, 1.        ]), array([0.        , 0.98543412, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_15_1.csv,10.7439603805542,1.2173490524291992,0.5653085708618164
141,FrequencyBasedandLastActivity,8d8e7bc1-6c70-446c-b1eb-0dac443c33a4,0.9801703705442,460.5,"[[  363   248][  597 41405]]",0.9898989898989898,0.6848957912811173,0.4645642152206066,0.99404604710345,0.9857863911242322,0.7899472053820833,"(array([0.        , 0.40589198, 1.        ]), array([0.        , 0.98578639, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_15_1.csv,23.265729665756226,1.5788390636444092,1.0961768627166748
139,LastActivity,5a6653b3-1539-4d01-b419-9be3635e12a0,0.9827517424260204,325.0,"[[  276    51][  684 41602]]",0.9912436412156448,0.5957346685220081,0.4868228020828464,0.998775598396274,0.9838244336186918,0.9139305654331992,"(array([0.       , 0.1559633, 1.       ]), array([0.        , 0.98382443, 1.        ]), array([2, 1, 0]))",Xgboost,0.0,"{'n_estimators': 200, 'max_depth': 8}",BPI_15_1.csv,11.475276708602905,0.4357869625091553,0.5933306217193604
