average_trace_fitness,discovered_pt,generalization,log_fitness,metricsAverageWeight,noise,perc_fit_traces,precision,simplicity,time_run_inductive_and_evaluate,time_ttc,tree,tree_size,type
1.0,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, F300O7, OQYQGO, 633KS8, 31WQFU, F4O2AQ, KFG10H, G12G1X, HJQABY, 7YDWUK, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, J5TI9M ), τ, τ ) )",0.8766972053498281,1.0,0.6971823227278313,0.9,100.0,0.09385026737967916,0.8181818181818181,3.217587947845459,0.10375094413757324,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ) )",28,ttc
1.0,"->( 1P8PBY, X( *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, 31WQFU, F4O2AQ, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ), τ ) )",0.8433638720164948,1.0,0.6952410348490434,0.95,100.0,0.09385026737967916,0.84375,3.2156999111175537,0.0,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ) )",28,classic
1.0,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, F300O7, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, J5TI9M ), τ, τ ) )",0.8766972053498281,1.0,0.6971823227278313,0.95,100.0,0.09385026737967916,0.8181818181818181,2.899136066436768,0.041593074798583984,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ) )",28,ttc
1.0,"->( 1P8PBY, X( *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, F300O7, OQYQGO, 633KS8, 31WQFU, F4O2AQ, KFG10H, G12G1X, HJQABY, 7YDWUK, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, J5TI9M ), τ, τ ), τ ) )",0.8433638720164948,1.0,0.6952410348490434,1.0,100.0,0.09385026737967916,0.84375,3.26389217376709,0.0,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ) )",28,classic
1.0,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, F300O7, OQYQGO, 633KS8, 31WQFU, F4O2AQ, KFG10H, G12G1X, HJQABY, 7YDWUK, HA4LX6, D2LMF5, OYQDKM, R3FQTR, AG5V9V, 0N749Z, J5TI9M ), τ, τ ) )",0.8766972053498281,1.0,0.6971823227278313,1.0,100.0,0.09385026737967916,0.8181818181818181,3.4741599559783936,0.10551881790161133,"->( 1P8PBY, *( X( LMWUGN, BKWAQK, 8WJCO2, 6MUFRJ, RNAPRO, EQW21U, OQYQGO, 633KS8, F4O2AQ, 31WQFU, KFG10H, G12G1X, HJQABY, 7YDWUK, J5TI9M, HA4LX6, D2LMF5, OYQDKM, R3FQTR, 0N749Z, AG5V9V, F300O7 ), τ, τ ) )",28,ttc
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.0,0.0,0.6962962962962963,0.5402298850574713,1.9164297580718996,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.0,0.0,0.6962962962962963,0.5402298850574713,1.959434032440185,0.10178112983703612,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, Y1I8KX, X( *( D4ZO3O, TCUA6T, τ ), τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6762287210696968,0.9668831168831168,0.5867359044654649,0.05,0.0,0.0977711738484398,0.6060606060606061,4.684167146682738,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.05,0.0,0.6962962962962963,0.5402298850574713,1.7613530158996582,0.058118104934692376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, X( Y1I8KX, τ ), X( *( D4ZO3O, TCUA6T, τ ), τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6651430043308493,0.9668831168831168,0.5817872547536856,0.1,0.0,0.0851228978007762,0.61,3.8779220581054688,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.1,0.0,0.6962962962962963,0.5402298850574713,1.7564780712127686,0.058003902435302734,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9340822948056752,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6703413768053069,0.935064935064935,0.6106542958682166,0.15000000000000002,0.0,0.2392727272727273,0.5979381443298969,1.8157548904418943,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.15,0.0,0.6962962962962963,0.5402298850574713,1.9661312103271484,0.07239007949829103,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, X( Y1I8KX, τ ), X( *( D4ZO3O, TCUA6T, τ ), τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6651430043308493,0.9668831168831168,0.5817872547536856,0.2,0.0,0.0851228978007762,0.61,4.152565002441406,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.2,0.0,0.6962962962962963,0.5402298850574713,1.764946222305298,0.05659079551696777,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.956055422790862,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( *( ->( +( 2206NO, 72KW7O, T4TCWA, LF6A90 ), X( 6JKYWL, τ ) ), 7CTSZF, τ ), τ ) )",0.670629201796678,0.9571428571428572,0.5865971530494399,0.25,0.0,0.14580101927764233,0.5728155339805825,4.197726011276245,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9111048827724152,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, *( ->( +( 2206NO, 72KW7O, T4TCWA, LF6A90 ), X( 6JKYWL, τ ) ), 7CTSZF, τ ) )",0.7894809320577609,0.9126002673796793,0.7273117652377818,0.25,0.0,0.6962962962962963,0.5108695652173912,2.080577850341797,0.09142899513244628,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6876902248166408,0.9668831168831168,0.5971724074311003,0.30000000000000004,0.0,0.13207547169811318,0.6020408163265306,4.575124979019165,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9306500744079376,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( QUFG9C, τ ), X( T99PIV, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8228006214999831,0.931818181818182,0.7477862461679832,0.3,0.0,0.6962962962962963,0.5402298850574713,1.7110979557037354,0.07667112350463867,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, X( Y1I8KX, τ ), X( *( D4ZO3O, TCUA6T, τ ), τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6651430043308493,0.9668831168831168,0.5817872547536856,0.35000000000000003,0.0,0.0851228978007762,0.61,4.351145029067993,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
0.9636089270051004,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE, J4QKZV, NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",0.8593695380110935,0.9642857142857144,0.7639164585768474,0.35,0.0,0.6962962962962963,0.5357142857142857,1.907677173614502,0.05406785011291504,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,ttc
0.9663004066620972,"->( R2S1WT, X( Y1I8KX, τ ), X( *( D4ZO3O, TCUA6T, τ ), τ ), X( *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), X( VI7QR8, τ ) ), FQHP63, τ ), X( UTOG4I, τ ), X( 8HO3BE, τ ) ), J4QKZV, τ ), τ ), X( NLWZ85, τ ), X( T99PIV, τ ), X( QUFG9C, τ ), X( *( MEVFKR, PF1IYV, τ ), τ ), X( I4KS7D, τ ), X( Z4T4PF, τ ), X( EX1DUC, τ ), X( 1U1M58, τ ), X( 99OZTX, τ ), X( VISW96, τ ), X( +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ), τ ) )",0.6651430043308493,0.9668831168831168,0.5817872547536856,0.4,0.0,0.0851228978007762,0.61,3.988954782485962,0.0,"->( R2S1WT, Y1I8KX, *( D4ZO3O, TCUA6T, τ ), *( ->( *( ->( +( VA201M, KHGGX2, YLA5IN ), VI7QR8 ), FQHP63, τ ), UTOG4I, 8HO3BE ), J4QKZV, τ ), NLWZ85, X( T99PIV, τ ), X( QUFG9C, τ ), *( MEVFKR, PF1IYV, τ ), I4KS7D, Z4T4PF, EX1DUC, 1U1M58, 99OZTX, VISW96, +( T4TCWA, *( X( 7CTSZF, LF6A90, 6JKYWL, 2206NO, 72KW7O ), τ, τ ) ) )",50,classic
