average_trace_fitness,discovered_pt,generalization,log_fitness,metricsAverageWeight,noise,perc_fit_traces,precision,simplicity,time_run_inductive_and_evaluate,time_ttc,tree,tree_size,type
1.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.7,100.0,1.0,0.5714285714285714,0.004568815231323242,0.05026316642761231,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.75,100.0,1.0,0.5714285714285714,0.004106044769287109,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.75,100.0,1.0,0.5714285714285714,0.004490137100219727,0.05373406410217285,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.8,100.0,1.0,0.5714285714285714,0.004327297210693359,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.8,100.0,1.0,0.5714285714285714,0.004225015640258789,0.0522770881652832,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.8500000000000001,100.0,1.0,0.5714285714285714,0.003720998764038086,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.85,100.0,1.0,0.5714285714285714,0.004717111587524414,0.042088985443115234,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.9,100.0,1.0,0.5714285714285714,0.00461888313293457,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.9,100.0,1.0,0.5714285714285714,0.005394935607910156,0.053994178771972656,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.95,100.0,1.0,0.5714285714285714,0.005192041397094727,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA, τ ) )",0.6541188200892871,1.0,0.8063868478794647,0.95,100.0,1.0,0.5714285714285714,0.004212141036987305,0.04926609992980957,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,1.0,100.0,1.0,0.5714285714285714,0.020380735397338867,0.0,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,classic
1.0,"->( 5HQT8K, X( K6YMQA, 7YR3VT, τ ) )",0.6541188200892871,1.0,0.8063868478794647,1.0,100.0,1.0,0.5714285714285714,0.003898143768310547,0.05003809928894043,"->( 5HQT8K, X( 7YR3VT, K6YMQA ) )",5,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.0,100.0,0.04611201740076132,0.8536585365853658,11.216198921203613,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, UOPQB4, O1H2MP, IEH4U4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.0,100.0,0.04611201740076132,0.8536585365853658,11.272719144821167,0.07938098907470703,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.05,100.0,0.04611201740076132,0.8536585365853658,10.902740955352783,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, UOPQB4, O1H2MP, IEH4U4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.05,100.0,0.04611201740076132,0.8536585365853658,10.783385276794434,0.08240890502929688,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.1,100.0,0.04611201740076132,0.8536585365853658,11.069578170776367,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
0.8971035541595418,"->( KQ1SLC, *( *( *( X( GAUPK5, REZ3VN, IQR3IL, RBO9ID, IEH4U4, O1H2MP, UOPQB4, 9JFEHG, 38XJ3H, HP1DI5, DZ7VXZ, O4PHRT, SESS2K, GK0FR0, E3B3C4, 8M95HO, TVSTG7, LXDCBH, Z6ROTV, RDZQKH, 2HR212, YMTRJ3, 66MCFH ), τ, τ ), +( DKXRB1, KPV4YU ), τ ), +( VRN5UC, X( 83A6GK, 5QNVXU ) ), τ ), 8XXI68 )",0.9110537255687672,0.8956464379947229,0.6434190915446383,0.1,0.0,0.07206094837777488,0.6949152542372882,7.373147249221803,0.08423328399658203,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, X( *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ), τ ) )",0.8834023759447075,1.0,0.7011285983363672,0.15000000000000002,100.0,0.04611201740076132,0.875,11.901023864746096,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.15,100.0,0.04611201740076132,0.8536585365853658,10.87925386428833,0.12333106994628905,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.2,100.0,0.04611201740076132,0.8536585365853658,10.727144956588743,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
0.8622334605180717,"->( KQ1SLC, *( ->( X( *( *( *( X( YMTRJ3, 66MCFH, GAUPK5, 8M95HO, REZ3VN, IQR3IL, RBO9ID, IEH4U4, O1H2MP, UOPQB4, 9JFEHG, 38XJ3H, DZ7VXZ, RDZQKH, 2HR212, O4PHRT, LXDCBH, GK0FR0, Z6ROTV, E3B3C4, HP1DI5 ), τ, τ ), TVSTG7, τ ), ->( X( KPV4YU, τ ), DKXRB1 ), τ ), τ ), SESS2K ), +( VRN5UC, X( 83A6GK, 5QNVXU ) ), τ ), 8XXI68 )",0.8673104329173886,0.8650395778364116,0.6272722853171298,0.2,0.0,0.07182109772783353,0.7049180327868853,7.673351049423218,0.07945919036865234,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, HP1DI5, 8M95HO, 8XXI68, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.25,100.0,0.04611201740076132,0.8536585365853658,12.390958786010742,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, HP1DI5, 8M95HO, 8XXI68, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.25,100.0,0.04611201740076132,0.8536585365853658,12.385754108428955,0.07886004447937013,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, X( *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, HP1DI5, 8XXI68, GAUPK5, VRN5UC, REZ3VN, UOPQB4, O1H2MP, IEH4U4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ), τ ) )",0.8834023759447075,1.0,0.7011285983363672,0.30000000000000004,100.0,0.04611201740076132,0.875,10.614269971847532,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
0.8970082163832829,"->( KQ1SLC, *( *( *( *( X( 66MCFH, GAUPK5, REZ3VN, IQR3IL, RBO9ID, IEH4U4, O1H2MP, UOPQB4, 9JFEHG, 38XJ3H, HP1DI5, DZ7VXZ, RDZQKH, 2HR212, O4PHRT, SESS2K, LXDCBH, YMTRJ3, Z6ROTV, E3B3C4, 8M95HO ), τ, τ ), TVSTG7, τ ), +( KPV4YU, ->( DKXRB1, GK0FR0 ) ), τ ), +( VRN5UC, X( 83A6GK, 5QNVXU ) ), τ ), 8XXI68 )",0.9118452579114708,0.8955145118733508,0.6392163940038552,0.3,0.0,0.07763080623059926,0.671875,6.68156099319458,0.07378578186035156,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.35000000000000003,100.0,0.04611201740076132,0.8536585365853658,10.419328927993773,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
1.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, UOPQB4, O1H2MP, IEH4U4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",0.9091166616589932,1.0,0.7022218039112801,0.35,100.0,0.04611201740076132,0.8536585365853658,10.589433908462523,0.06931614875793457,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, X( *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ), τ ) )",0.8834023759447075,1.0,0.7011285983363672,0.4,100.0,0.04611201740076132,0.875,10.619245052337646,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
0.8864355081053732,"->( KQ1SLC, *( *( *( *( X( DKXRB1, 83A6GK, GAUPK5, 66MCFH, 8M95HO, REZ3VN, IQR3IL, RBO9ID, IEH4U4, O1H2MP, UOPQB4, 9JFEHG, WI5STF, 38XJ3H, DZ7VXZ, RDZQKH, 2HR212, O4PHRT, LXDCBH, YMTRJ3, Z6ROTV, E3B3C4, HP1DI5 ), τ, τ ), TVSTG7, τ ), X( +( GK0FR0, KPV4YU ), SESS2K ), τ ), +( 5QNVXU, VRN5UC ), τ ), 8XXI68 )",0.9044946590409041,0.8898916967509025,0.637330170333001,0.4,0.0,0.06743432554019724,0.6875,7.436877012252808,0.06995296478271484,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, X( *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, HP1DI5, 8M95HO, 8XXI68, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ), τ ) )",0.8834023759447075,1.0,0.7011285983363672,0.45,100.0,0.04611201740076132,0.875,10.499132871627806,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
0.895030451509662,"->( KQ1SLC, *( *( *( *( X( DKXRB1, TVSTG7, 83A6GK, GAUPK5, 66MCFH, 8M95HO, REZ3VN, IQR3IL, RBO9ID, IEH4U4, O1H2MP, UOPQB4, 9JFEHG, 38XJ3H, DZ7VXZ, RDZQKH, 2HR212, O4PHRT, LXDCBH, YMTRJ3, Z6ROTV, E3B3C4, HP1DI5 ), τ, τ ), WI5STF, τ ), X( +( GK0FR0, KPV4YU ), SESS2K ), τ ), ->( X( 5QNVXU, τ ), VRN5UC ), τ ), 8XXI68 )",0.9075868479266299,0.8958225889633833,0.6465897627216582,0.45,0.0,0.06628294732995299,0.7166666666666667,7.2071590423583975,0.07114887237548828,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,ttc
1.0,"->( KQ1SLC, X( *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ), τ ) )",0.8834023759447075,1.0,0.7011285983363672,0.5,100.0,0.04611201740076132,0.875,11.013685941696167,0.0,"->( KQ1SLC, *( X( DKXRB1, TVSTG7, 83A6GK, IQR3IL, RBO9ID, 9JFEHG, 38XJ3H, DZ7VXZ, 5QNVXU, O4PHRT, SESS2K, KPV4YU, LXDCBH, GK0FR0, Z6ROTV, 8M95HO, 8XXI68, HP1DI5, GAUPK5, VRN5UC, REZ3VN, IEH4U4, O1H2MP, UOPQB4, WI5STF, RDZQKH, 2HR212, YMTRJ3, E3B3C4, 66MCFH ), τ, τ ) )",36,classic
